language_name,Français
move_name_129,Meteores
move_name_130,Coud'Krane
move_name_131,Picanon
move_name_132,Constriction
move_name_133,Amnesie
move_name_134,Telekinesie
move_name_135,E-Coque
move_name_136,Pied Voltige
move_name_137,Intimidation
move_name_138,Devoreve
move_name_139,Gaz Toxik
move_name_140,Pilonnage
move_name_141,Vampirisme
move_name_142,Grobisou
move_name_143,Pique
move_name_144,Morphing
move_name_145,Ecume
move_name_146,Uppercut
move_name_147,Spore
move_name_148,Flash
move_name_149,Vague Psy
move_name_150,Trempette
move_name_151,Acidarmure
move_name_152,Pince-Masse
move_name_153,Explosion
move_name_154,Combo-Griffe
move_name_155,Osmerang
move_name_156,Repos
move_name_157,Eboulement
move_name_158,Croc De Mort
move_name_159,Affutage
move_name_160,Adaptation
move_name_161,Triplattaque
move_name_162,Croc Fatal
move_name_163,Tranche
move_name_164,Clonage
move_name_165,Lutte
move_name_166,Gribouille
move_name_167,Triple Pied
move_name_168,Larcin
move_name_169,Toile
move_name_170,Lire-Esprit
move_name_171,Cauchemar
move_name_172,Roue De Feu
move_name_173,Ronflement
move_name_174,Malediction
move_name_175,Fleau
move_name_176,Conversion 2
move_name_177,Aeroblast
move_name_178,Spore Coton
move_name_179,Contre
move_name_180,Depit
move_name_181,Poudreuse
move_name_182,Abri
move_name_183,Mach Punch
move_name_184,Grimace
move_name_185,Feinte
move_name_186,Doux Baiser
move_name_187,Cognobidon
move_name_188,Bomb-Beurk
move_name_189,Coud'Boue
move_name_190,Octazooka
move_name_191,Picots
move_name_192,Elecanon
move_name_193,Clairvoyance
move_name_194,Prlvt Destin
move_name_195,Requiem
move_name_196,Vent Glace
move_name_197,Detection
move_name_198,Charge-Os
move_name_199,Verrouillage
move_name_200,Colere
move_name_201,Tempetesable
move_name_202,Giga-Sangsue
move_name_203,Tenacité
move_name_204,Charme
move_name_205,Roulade
move_name_206,Faux-Chage
move_name_207,Vantardise
move_name_208,Lait A Boire
move_name_209,Étincelle
move_name_210,Taillade
move_name_211,Aile D'Acier
move_name_212,Regard Noir
move_name_213,Attraction
move_name_214,Blabla Dodo
move_name_215,Glas De Soin
move_name_216,Retour
move_name_217,Cadeau
move_name_218,Frustration
move_name_219,Rune Protect
move_name_220,Balance
move_name_221,Feu Sacre
move_name_222,Ampleur
move_name_223,Dynamopoing
move_name_224,Megacorne
move_name_225,Dracosouffle
move_name_226,Relais
move_name_227,Encore
move_name_228,Poursuite
move_name_229,Tour Rapide
move_name_230,Doux Parfum
move_name_231,Queue De Fer
move_name_232,Griffe Acier
move_name_233,Corps Perdu
move_name_234,Aurore
move_name_235,Synthese
move_name_236,Rayon Lune
move_name_237,Puis. Cachee
move_name_238,Coup-Croix
move_name_239,Ouragan
move_name_240,Danse Pluie
move_name_241,Zenith
move_name_242,Machouille
move_name_243,Voile Miroir
move_name_244,Boost
move_name_245,Vit.Extreme
move_name_246,Pouv.Antique
move_name_247,Ball'Ombre
move_name_248,Prescience
move_name_249,Eclate-Roc
move_name_250,Siphon
move_name_251,Baston
move_name_252,Bluff
move_name_253,Brouhaha
move_name_254,Stockage
move_name_255,Relache
move_name_256,Avale
move_name_257,Canicule
move_name_258,Grele
move_name_259,Tourmente
move_name_260,Flatterie
move_name_261,Feu Follet
move_name_262,Souvenir
move_name_263,Facade
move_name_264,Mitra-Poing
move_name_265,Stimulant
move_name_267,Force-Nature
move_name_268,Chargeur
move_name_269,Provoc
move_name_271,Tourmagik
move_name_272,Imitation
move_name_273,Voeu
move_name_274,Assistance
move_name_275,Racines
move_name_276,Surpuissance
move_name_277,Reflet Magik
move_name_278,Recyclage
move_name_279,Vendetta
move_name_280,Casse-Brique
move_name_281,Baillement
move_name_282,Sabotage
move_name_283,Effort
move_name_284,Eruption
move_name_285,Echange
move_name_287,Regeneration
move_name_289,Saisie
move_name_291,Plongée
move_name_292,Cogne
move_name_294,Lumiqueue
move_name_295,Lumi-Eclat
move_name_296,Ball'Brume
move_name_297,Danse-Plume
move_name_298,Danse-Folle
move_name_299,Pied Bruleur
move_name_300,Lance-Boue
move_name_301,Ball'Glace
move_name_302,Poing Dard
move_name_303,Paresse
move_name_304,Megaphone
move_name_305,Crochetvenin
move_name_306,Eclategriffe
move_name_307,Rafale Feu
move_name_308,Hydroblast
move_name_309,Poing Meteor
move_name_310,Etonnement
move_name_311,Ball'Meteo
move_name_312,Aromatherapi
move_name_313,Croco Larme
move_name_314,Tranch'Air
move_name_315,Surchauffe
move_name_316,Flair
move_name_317,Tomberoche
move_name_318,Vent Argenté
move_name_319,Strido-Son
move_name_320,Siffl'Herbe
move_name_321,Chatouille
move_name_322,Force Cosmik
move_name_323,Gicledo
move_name_324,Rayon Signal
move_name_325,Poing Ombre
move_name_326,Extrasenseur
move_name_327,Stratopercut
move_name_328,Tourbi-Sable
move_name_329,Glaciation
move_name_330,Ocroupi
move_name_331,Balle Graine
move_name_332,Aeropique
move_name_333,Stalagtite
move_name_334,Mur De Fer
move_name_335,Barrage
move_name_336,Grondement
move_name_337,Dracogriffe
move_name_338,Vege-Attak
move_name_339,Gonflette
move_name_340,Rebond
move_name_341,Tir De Boue
move_name_342,Queue-Poison
move_name_343,Implore
move_name_344,Electacle
move_name_345,Feuillemagik
move_name_346,Tourniquet
move_name_347,Plenitude
move_name_348,Lame-Feuille
move_name_349,Danse Draco
move_name_350,Boule Roc
move_name_351,Onde De Choc
move_name_352,Vibraqua
move_name_353,Carnareket
move_name_354,Psycho Boost
move_name_355,Atterrissage
move_name_356,Gravité
move_name_357,Oeil Miracle
move_name_358,Reveil Force
move_name_359,Marto-Poing
move_name_360,Gyroballe
move_name_361,Voeu Soin
move_name_362,Saumure
move_name_363,Don naturel
move_name_364,Ruse
move_name_365,Picore
move_name_366,Vent Arriere
move_name_367,Acupression
move_name_368,Fulmifer
move_name_369,Demi-Tour
move_name_370,Close Combat
move_name_371,Représailles
move_name_372,Assurance
move_name_373,Embargo
move_name_374,Degommage
move_name_375,Echange Psy
move_name_376,Atout
move_name_377,Anti-Soin
move_name_378,Essorage
move_name_379,Astuce Force
move_name_384,Permuforce
move_name_385,Permugarde
move_name_386,Punition
move_name_387,Dernierecour
move_name_388,Soucigraine
move_name_389,Coup Bas
move_name_390,Pics Toxik
move_name_391,Permucoeur
move_name_392,Anneau Hydro
move_name_393,Vol Magnetik
move_name_394,Boutefeu
move_name_395,Forte-Paume
move_name_396,Aurasphere
move_name_397,Poliroche
move_name_398,Direct Toxik
move_name_399,Vibrobscur
move_name_400,Tranche-Nuit
move_name_401,Hydroqueue
move_name_402,Canon Graine
move_name_403,Lame d'Air
move_name_404,Plaie-Croix
move_name_405,Bourdon
move_name_406,Dracochoc
move_name_407,Dracocharge
move_name_408,Rayon Gemme
move_name_409,Vampipoing
move_name_410,Onde Vide
move_name_411,Exploforce
move_name_412,Eco-Sphere
move_name_413,Rapace
move_name_414,Telluriforce
move_name_415,Passe-Passe
move_name_416,Giga Impact
move_name_417,Machination
move_name_418,Pisto-Poing
move_name_419,Avalanche
move_name_420,Eclats Glace
move_name_421,Griffe Ombre
move_name_422,Crocs Eclair
move_name_423,Crocs Givre
move_name_424,Crocs Feu
move_name_425,Ombre Portée
move_name_426,Boue-Bombe
move_name_427,Coupe Psycho
move_name_428,Psykoud'Boul
move_name_429,Miroi-Tir
move_name_430,Luminocanon
move_name_431,Escalade
move_name_432,Anti-Brume
move_name_433,Distorsion
move_name_434,Draco Meteor
move_name_435,Coup d'jus
move_name_436,Ebullilave
move_name_437,Tempeteverte
move_name_438,Megafouet
move_name_439,Roc-Boulet
move_name_440,Poison-Croix
move_name_441,Detricanon
move_name_442,Tete de Fer
move_name_443,Bombaimant
move_name_444,Lame de Roc
move_name_445,Seduction
move_name_446,Piege de Roc
move_name_447,Noeud'Herbe
move_name_448,Babil
move_name_449,Jugement
move_name_450,Piqure
move_name_451,Rayon Charge
move_name_452,Martobois
move_name_453,Aqua-Jet
move_name_454,Appel Attak
move_name_455,Appel Defens
move_name_456,Appel Soins
move_name_457,Fracass'Tete
move_name_458,Coup Double
move_name_459,Hurle-Temps
move_name_460,Spatio-Rift
move_name_462,Presse
move_name_463,Vortex Magma
move_name_464,Trou Noir
move_name_465,Fulmigraine
move_name_466,Vent Mauvais
move_name_467,Revenant
move_name_468,Aiguisage
move_name_473,Choc Psy
move_name_474,Choc Venin
move_name_475,Allegement
move_name_479,Anti-Air
move_name_480,Yama Arashi
move_name_481,Rebondifeu
move_name_482,Cradovague
move_name_483,Papillodanse
move_name_484,Tacle lourd
move_name_485,Synchropeine
move_name_486,Boule Elek
move_name_488,Nitrocharge
move_name_489,Enroulement
move_name_490,Balayette
move_name_491,Bombe Acide
move_name_492,Tricherie
move_name_493,Rayon Simple
move_name_494,Ten-danse
move_name_496,Chant Canon
move_name_497,Echo
move_name_498,Attrition
move_name_499,Bain de Smog
move_name_500,ForceAjoutee
move_name_503,Ebullition
move_name_504,Exuviation
move_name_505,Vibra Soin
move_name_506,Chatiment
move_name_508,Chgt Vitesse
move_name_509,Projection
move_name_510,Calcination
move_name_512,Acrobatie
move_name_513,Copie Type
move_name_515,Tout ou Rien
move_name_516,Passe-Cadeau
move_name_517,Feu d'Enfer
move_name_518,Aire d'Eau
move_name_519,Aire de Feu
move_name_520,Aire d'Herbe
move_name_521,ChangeEclair
move_name_522,Survinsecte
move_name_523,Pietisol
move_name_524,SouffleGlace
move_name_525,Draco-Queue
move_name_526,Rengorgement
move_name_527,Toile Elek
move_name_528,Eclair Fou
move_name_529,Tunnelier
move_name_530,Double Baffe
move_name_531,Crevecoeur
move_name_532,Encornebois
move_name_533,Lame Sainte
move_name_534,Coquilame
move_name_535,Tacle Feu
move_name_536,Phytomixeur
move_name_537,Bulldoboule
move_name_538,Cotogarde
move_name_539,Explonuit
move_name_540,Frappe Psy
move_name_541,Plumo-Queue
move_name_542,Vent Violent
move_name_543,Peignee
move_name_544,Lancecrou
move_name_545,Incendie
move_name_546,TechnoBuster
move_name_548,Lame Ointe
move_name_549,EreGlaciaire
move_name_550,ChargeFoudre
move_name_551,Flamme Bleue
move_name_552,Danse du Feu
move_name_553,Feu Glace
move_name_554,Eclair Gele
move_name_555,Aboiement
move_name_556,Chute Glace
move_name_557,CoupVictoire
move_name_558,Flamme Croix
move_name_559,Eclair Croix
move_name_560,Ride
move_name_564,Toile gluante
move_name_565,Dard Mortel
move_name_566,Hantise
move_name_568,Râle Mâle
move_name_570,Parabocharge
move_name_572,Tempête Florale
move_name_573,Lyophilisation
move_name_574,Voix Enjôleuse
move_name_575,Dernier Mot
move_name_577,Vampibaiser
move_name_580,Champ Herbu
move_name_581,Champ Brumeux
move_name_583,Câlinerie
move_name_584,Vent Féérique
move_name_585,Pouvoir Lunaire
move_name_586,Bang Sonique
move_name_588,King's Shield
move_name_589,Camaraderie
move_name_590,Confidence
move_name_591,Orage Adamantin
move_name_592,Jet de Vapeur
move_name_593,Trou Dimensionnel
move_name_594,Sheauriken
move_name_595,Feu Ensorcelé
move_name_598,Ondes Étranges
move_name_599,Venom Drench
move_name_601,Geomancy
move_name_604,Champ Électrifié
move_name_605,Éclat Magique
move_name_606,Célébration
move_name_608,Regard Touchant
move_name_609,Frotte-Frimousse
move_name_610,Retenue
move_name_611,Harcèlement
move_name_612,Power-Up Punch
move_name_613,Oblivion Wing
move_name_614,Thousand Arrows
move_name_615,Thousand Waves
move_name_616,Lands Wrath
move_name_617,Light Of Ruin
move_name_618,Onde Originelle
move_name_619,Lame Pangéenne
move_name_620,Draco-Ascension
move_name_621,Furie Dimension
move_name_659,Amass'Sable
move_name_660,Escarmouche
move_name_662,Tisse Ombre
move_name_663,Dark Lariat
move_name_664,Aria de l'Écume
move_name_665,Marteau de Glace
move_name_667,Cavalerie Lourde
move_name_668,Vole-Force
move_name_669,Lame solaire
move_name_670,Feuillage
move_name_672,Fil Toxique
move_name_674,Gear Up
move_name_676,Boule Pollen
move_name_677,Anchor Shot
move_name_678,Champ Psychique
move_name_679,Furie-Bond
move_name_680,Fouet de feu
move_name_681,Arrogance
move_name_682,Flamme Ultime
move_name_684,Estocorne
move_name_686,Danse Éveil
move_name_688,Bote Sucrette
move_name_691,Vibrécaille
move_name_692,Draco-Marteau
move_name_693,Centrifugifle
move_name_705,Canon Floral
move_name_706,Psycho-Croc
move_name_708,Shadow Bone
move_name_709,Vif Roc
move_name_710,Aqua-Brèche
move_name_711,Laser Prisme
move_name_715,Larme à l'Œil
move_name_716,Électrikipik
move_name_717,Natures Madness
move_name_749,Goudronnage
move_name_790,Vapeur Féérique
move_name_796,Métalaser
move_name_797,Poing de Colère
-----------------------------------------------------------------------------------------------------------------------------------------------------------------
Story translation:
---
New Bark Town:
---
barktown.dat:
---
barktown_player_house,<playername>'s House
