language_name,Deutsch
item_name_291,Pure Incense
item_name_293,Damp Rock
item_name_294,Heat Rock
item_name_295,Smooth Rock
item_name_296,Icy Rock
item_name_297,Light Clay
item_name_298,Eviolite
item_name_299,Rock Incense
item_name_503,Sachet
item_name_504,Whipped Dream
item_name_505,Toxic Orb
item_name_506,Life Orb
item_name_577,Flame Orb
item_name_578,Choice Band
item_name_579,Choice Scarf
item_name_580,Choice Specs
item_name_581,Macho Brace
item_name_582,Power Weight
item_name_583,Power Bracer
item_name_584,Power Belt
item_name_585,Power Lens
item_name_586,Power Band
item_name_587,Power Anklet
item_name_591,Expert Belt
item_name_594,Snowball
item_name_595,Cell Battery
item_name_596,Electric Seed
item_name_597,Grassy Seed
item_name_598,Misty Seed
item_name_599,Psychic Seed
item_name_600,Terrain Extender
item_name_648,Poké Toy
item_name_649,Fluffy Tail
item_name_650,Bright Powder
item_name_654,Peat Block
item_name_1996,Burn Drive
item_name_1997,Chill Drive
item_name_1998,Douse Drive
item_name_1999,Shock Drive

Fossils:
item_name_601,Helix Fossil
item_name_602,Dome Fossil
item_name_603,Old Amber
item_name_604,Root Fossil
item_name_605,Claw Fossil
item_name_606,Skull Fossil
item_name_607,Armor Fossil
item_name_608,Cover Fossil
item_name_609,Plume Fossil
item_name_610,Jaw Fossil
item_name_611,Sail Fossil

Repels:
item_name_20,Repel
item_name_42,Super Repel
item_name_43,Max Repel

Vitamins:
item_name_25,Zinc
item_name_26,HPUp
item_name_27,Protein
item_name_28,Iron
item_name_29,Carbos
item_name_31,Calcium

XItems:
item_name_33,XAccuracy
item_name_44,Dire Hit
item_name_49,XAttack
item_name_50,XSp. Def.
item_name_51,XDefend
item_name_52,XSpeed
item_name_53,XSp. Atk.
item_name_68,Guard Spec

Apricorns:
item_name_85,Red Apricorn
item_name_89,Blu Apricorn
item_name_92,Ylw Apricorn
item_name_93,Grn Apricorn
item_name_97,Wht Apricorn
item_name_99,Blk Apricorn
item_name_101,Pnk Apricorn

Plants:
item_name_86,Tiny Mushroom
item_name_87,Big Mushroom
item_name_253,Honey

Wings:
item_name_254,Health Wing
item_name_255,Muscle Wing
item_name_256,Resist Wing
item_name_257,Genius Wing
item_name_258,Clever Wing
item_name_259,Swift Wing
item_name_260,Pretty Wing
item_name_261,Sticky Wing

Plates:
item_name_267,Draco Plate
item_name_268,Dread Plate
item_name_269,Earth Plate
item_name_270,Fist Plate
item_name_271,Flame Plate
item_name_272,Icicle Plate
item_name_273,Insect Plate
item_name_274,Iron Plate
item_name_275,Meadow Plate
item_name_276,Mind Plate
item_name_277,Pixie Plate
item_name_278,Sky Plate
item_name_279,Splash Plate
item_name_280,Spooky Plate
item_name_281,Stone Plate
item_name_282,Toxic Plate
item_name_283,Zap Plate

Mail:
item_name_300,Grass Mail
item_name_301,Bead Mail
item_name_302,Dream Mail
item_name_303,Fab Mail
item_name_304,Glitter Mail
item_name_305,Harbor Mail
item_name_306,Mech Mail
item_name_307,Orange Mail
item_name_308,Retro Mail
item_name_309,Shadow Mail
item_name_310,Tropic Mail
item_name_311,Wave Mail
item_name_312,Wood Mail
item_name_313,Air Mail
item_name_314,Bloom Mail
item_name_315,Brick Mail
item_name_316,Bubble Mail
item_name_317,Flame Mail
item_name_318,Heart Mail
item_name_319,Mosaic Mail
item_name_320,Snow Mail
item_name_321,Space Mail
item_name_322,Steel Mail
item_name_323,Tunnel Mail
item_name_324,Bridge Mail T
item_name_325,Bridge Mail D
item_name_326,Bridge Mail S
item_name_327,Bridge Mail V
item_name_328,Bridge Mail M
item_name_329,Favored Mail
item_name_330,Thanks Mail
item_name_331,Inquiry Mail
item_name_332,Greet Mail
item_name_333,RSVPMail
item_name_334,Like Mail
item_name_335,Reply Mail
item_name_336,Kolben Mail

Mega Stones:
item_name_507,Abomasite
item_name_508,Absolite
item_name_509,Aerodactylite
item_name_510,Aggronite
item_name_511,Alakazite
item_name_512,Ampharosite
item_name_513,Banettite
item_name_514,Blastoisinite
item_name_515,Blazikenite
item_name_516,Charizardite X
item_name_517,Charizardite Y
item_name_518,Garchompite
item_name_519,Gardevoirite
item_name_520,Gengarite
item_name_521,Gyaradosite
item_name_522,Heracronite
item_name_523,Houndoominite
item_name_524,Kangaskhanite
item_name_525,Lucarionite
item_name_526,Manectite
item_name_527,Mawilite
item_name_528,Medichamite
item_name_529,Mewtwonite X
item_name_530,Mewtwonite Y
item_name_531,Pinsirite
item_name_532,Scizorite
item_name_533,Tyranitarite
item_name_534,Venusaurite
item_name_535,Altarianite
item_name_536,Audinite
item_name_537,Beedrillite
item_name_538,Cameruptite
item_name_539,Diancite
item_name_540,Galladite
item_name_541,Glalitite
item_name_542,Latiasite
item_name_543,Latiosite
item_name_544,Lopunnite
item_name_545,Metagrossite
item_name_546,Pidgeotite
item_name_547,Sablenite
item_name_548,Salamencite
item_name_549,Sceptilite
item_name_550,Sharpedonite
item_name_551,Slowbronite
item_name_552,Steelixite
item_name_553,Swampertite

Gems:
item_name_630,Fire Gem
item_name_631,Water Gem
item_name_632,Electric Gem
item_name_633,Grass Gem
item_name_634,Ice Gem
item_name_635,Fighting Gem
item_name_636,Poison Gem
item_name_637,Ground Gem
item_name_638,Flying Gem
item_name_639,Psychic Gem
item_name_640,Bug Gem
item_name_641,Rock Gem
item_name_642,Ghost Gem
item_name_643,Dragon Gem
item_name_644,Dark Gem
item_name_645,Steel Gem
item_name_646,Normal Gem
item_name_647,Fairy Gem

Memories:
item_name_660,Bug Memory
item_name_661,Dark Memory
item_name_662,Dragon Memory
item_name_663,Electric Memory
item_name_664,Fairy Memory
item_name_665,Fighting Memory
item_name_666,Fire Memory
item_name_667,Flying Memory
item_name_668,Ghost Memory
item_name_669,Grass Memory
item_name_670,Ground Memory
item_name_671,Ice Memory
item_name_672,Poison Memory
item_name_673,Psychic Memory
item_name_674,Rock Memory
item_name_675,Steel Memory
item_name_676,Water Memory

Item Use Text:
item_cannot_use,Now is not the time~to use that.
item_6_cannot_walk,You cannot walk here!
item_6_missingskin,You can't use this item~without a bicycle skin.*Its name should be the~same as your current one,~but with "_bike" at the end.
item_6_only_custom_gamemodes,This item can't be used~on this GameMode.

Key Items:
item_use_6,<Player.Name> stepped~off the Bicycle.
item_use_54,Your Coins:~
item_use_658_disable,The Exp. All was turned off.
item_use_658_enable,The Exp. All was turned on.
-------------------
Move Names:
move_name_1,Pfund
move_name_2,Karateschlag
move_name_3,Duplexhieb
move_name_4,Kometenhieb
move_name_5,Megahieb
move_name_6,Zahltag
move_name_7,Feuerschlag
move_name_8,Eishieb
move_name_9,Donnerschlag
move_name_10,Kratzer
move_name_11,Klammer
move_name_12,Guillotine
move_name_13,Klingensturm
move_name_14,Schwerttanz
move_name_15,Zerschneider
move_name_16,Windstoß
move_name_17,Flügelschlag
move_name_18,Wirbelwind
move_name_19,Fliegen
move_name_20,Klammergriff
move_name_21,Slam
move_name_22,Rankenhieb
move_name_23,Stampfer
move_name_24,Doppelkick
move_name_25,Megakick
move_name_26,Sprungkick
move_name_27,Fegekick
move_name_28,Sandwirbel
move_name_29,Kopfnuss
move_name_30,Hornattacke
move_name_31,Furienschlag
move_name_32,Hornbohrer
move_name_33,Tackle
move_name_34,Bodyslam
move_name_35,Wickel
move_name_36,Bodycheck
move_name_37,Fuchtler
move_name_38,Risikotackle
move_name_39,Rutenschlag
move_name_40,Giftstachel
move_name_41,Duonadel
move_name_42,Nadelrakete
move_name_43,Silberblick
move_name_44,Biss
move_name_45,Heuler
move_name_46,Brüller
move_name_47,Gesang
move_name_48,Superschall
move_name_49,Ultraschall
move_name_50,Aussetzer
move_name_51,Säure
move_name_52,Glut
move_name_53,Flammenwurf
move_name_54,Weißnebel
move_name_55,Aquaknarre
move_name_56,Hydropumpe
move_name_57,Surfer
move_name_58,Eisstrahl
move_name_59,Blizzard
move_name_60,Psystrahl
move_name_61,Blubbstrahl
move_name_62,Aurorastrahl
move_name_63,Hyperstrahl
move_name_64,Schnabel
move_name_65,Bohrschnabel
move_name_66,Überroller
move_name_67,Fußkick
move_name_68,Konter
move_name_69,Geowurf
move_name_70,Stärke
move_name_71,Absorber
move_name_72,Megasauger
move_name_73,Egelsamen
move_name_74,Wachstum
move_name_75,Rasierblatt
move_name_76,Solarstrahl
move_name_77,Giftpuder
move_name_78,Stachelspore
move_name_79,Schlafpuder
move_name_80,Blättertanz
move_name_81,Fadenschuss
move_name_82,Drachenwut
move_name_83,Feuerwirbel
move_name_84,Donnerschock
move_name_85,Donnerblitz
move_name_86,Donnerwelle
move_name_87,Donner
move_name_88,Steinwurf
move_name_89,Erdbeben
move_name_90,Geofissur
move_name_91,Schaufler
move_name_92,Toxin
move_name_93,Konfusion
move_name_94,Psychokinese
move_name_95,Hypnose
move_name_96,Meditation
move_name_97,Agilität
move_name_98,Ruckzuckhieb
move_name_99,Raserei
move_name_100,Teleport
move_name_101,Nachtnebel
move_name_102,Mimikry
move_name_103,Kreideschrei
move_name_104,Doppelteam
move_name_105,Genesung
move_name_106,Härtner
move_name_107,Komprimator
move_name_108,Rauchwolke
move_name_109,Konfustrahl
move_name_110,Panzerschutz
move_name_111,Einigler
move_name_112,Barriere
move_name_113,Lichtschild
move_name_114,Dunkelnebel
move_name_115,Reflektor
move_name_116,Energiefokus
move_name_117,Geduld
move_name_118,Metronom
move_name_119,Spiegeltrick
move_name_120,Finale
move_name_121,Eierbombe
move_name_122,Schlecker
move_name_123,Smog
move_name_124,Schlammbad
move_name_125,Knochenkeule
move_name_126,Feuersturm
move_name_127,Kaskade
move_name_128,Schnapper
move_name_129,Sternschauer
move_name_130,Schädelwumme
move_name_131,Dornkanone
move_name_132,Umklammerung
move_name_133,Amnesie
move_name_134,Psykraft
move_name_135,Weichei
move_name_136,Turmkick
move_name_137,Giftblick
move_name_138,Traumfresser
move_name_139,Giftwolke
move_name_140,Stakkato
move_name_141,Blutsauger
move_name_142,Todeskuss
move_name_143,Himmelsfeger
move_name_144,Wandler
move_name_145,Blubber
move_name_146,Irrschlag
move_name_147,Pilzspore
move_name_148,Blitz
move_name_149,Psywelle
move_name_150,Platscher
move_name_151,Säurepanzer
move_name_152,Krabbhammer
move_name_153,Explosion
move_name_154,Kratzfurie
move_name_155,Knochmerang
move_name_156,Erholung
move_name_157,Steinhagel
move_name_158,Hyperzahn
move_name_159,Schärfer
move_name_160,Umwandlung
move_name_161,Triplette
move_name_162,Superzahn
move_name_163,Schlitzer
move_name_164,Delegator
move_name_165,Verzweifler
move_name_166,Nachahmer
move_name_167,Dreifachkick
move_name_168,Raub
move_name_169,Spinnennetz
move_name_170,Willensleser
move_name_171,Nachtmahr
move_name_172,Flammenrad
move_name_173,Schnarcher
move_name_174,Fluch
move_name_175,Dreschflegel
move_name_176,Umwandlung2
move_name_177,Luftstoß
move_name_178,Baumwollsaat
move_name_179,Gegenschlag
move_name_180,Groll
move_name_181,Pulverschnee
move_name_182,Schutzschild
move_name_183,Tempohieb
move_name_184,Grimasse
move_name_185,Finte
move_name_186,Bitterkuss
move_name_187,Bauchtrommel
move_name_188,Matschbombe
move_name_189,Lehmschelle
move_name_190,Octazooka
move_name_191,Stachler
move_name_192,Blitzkanone
move_name_193,Gesichte
move_name_194,Abgangsbund
move_name_195,Abgesang
move_name_196,Eissturm
move_name_197,Scanner
move_name_198,Knochenhatz
move_name_199,Zielschuss
move_name_200,Wutanfall
move_name_201,Sandsturm
move_name_202,Gigasauger
move_name_203,Ausdauer
move_name_204,Charme
move_name_205,Walzer
move_name_206,Trugschlag
move_name_207,Angeberei
move_name_208,Milchgetränk
move_name_209,Funkensprung
move_name_210,Zornklinge
move_name_211,Stahlflügel
move_name_212,Horrorblick
move_name_213,Anziehung
move_name_214,Schlafrede
move_name_215,Vitalglocke
move_name_216,Rückkehr
move_name_217,Geschenk
move_name_218,Frustration
move_name_219,Bodyguard
move_name_220,Leidteiler
move_name_221,Läuterfeuer
move_name_222,Intensität
move_name_223,Wuchtschlag
move_name_224,Vielender
move_name_225,Feuerodem
move_name_226,Staffette
move_name_227,Zugabe
move_name_228,Verfolgung
move_name_229,Turbodreher
move_name_230,Lockduft
move_name_231,Eisenschweif
move_name_232,Metallklaue
move_name_233,Überwurf
move_name_234,Morgengrauen
move_name_235,Synthese
move_name_236,Mondschein
move_name_237,Kraftreserve
move_name_238,Kreuzhieb
move_name_239,Windhose
move_name_240,Regentanz
move_name_241,Sonnentag
move_name_242,Knirscher
move_name_243,Spiegelcape
move_name_244,Psycho-Plus
move_name_245,Turbotempo
move_name_246,Antik-Kraft
move_name_247,Spukball
move_name_248,Seher
move_name_249,Zertrümmerer
move_name_250,Whirlpool
move_name_251,Prügler
move_name_252,Mogelhieb
move_name_253,Aufruhr
move_name_254,Horter
move_name_255,Entfessler
move_name_256,Verzehrer
move_name_257,Hitzewelle
move_name_258,Hagelsturm
move_name_259,Folterknecht
move_name_260,Schmeichler
move_name_261,Irrlicht
move_name_262,Memento-Mori
move_name_263,Fassade
move_name_264,Power-Punch
move_name_265,Riechsalz
move_name_267,Natur-Kraft
move_name_268,Ladevorgang
move_name_269,Verhöhner
move_name_271,Trickbetrug
move_name_272,Rollenspiel (ab VIII)
move_name_273,Wunschtraum
move_name_274,Zuschuss
move_name_275,Verwurzler
move_name_276,Kraftkoloss
move_name_277,Magiemantel
move_name_278,Aufbereitung
move_name_279,Vergeltung
move_name_280,Durchbruch
move_name_281,Gähner
move_name_282,Abschlag
move_name_283,Notsituation
move_name_284,Eruption
move_name_285,Wertewechsel
move_name_287,Heilung
move_name_289,Übernahme
move_name_291,Taucher
move_name_292,Armstoß
move_name_294,Schweifglanz
move_name_295,Scheinwerfer
move_name_296,Nebelball
move_name_297,Daunenreigen
move_name_298,Taumeltanz
move_name_299,Feuerfeger
move_name_300,Lehmsuhler
move_name_301,Frostbeule
move_name_302,Nietenranke
move_name_303,Tagedieb
move_name_304,Schallwelle
move_name_305,Giftzahn
move_name_306,Zermalmklaue
move_name_307,Lohekanonade
move_name_308,Aquahaubitze
move_name_309,Sternenhieb
move_name_310,Erstauner
move_name_311,Meteorologe
move_name_312,Aromakur
move_name_313,Trugträne
move_name_314,Windschnitt
move_name_315,Hitzekoller
move_name_316,Schnüffler
move_name_317,Felsgrab
move_name_318,Silberhauch
move_name_319,Metallsound
move_name_320,Grasflöte
move_name_321,Spaßkanone
move_name_322,Kosmik-Kraft
move_name_323,Fontränen
move_name_324,Ampelleuchte
move_name_325,Finsterfaust
move_name_326,Sondersensor
move_name_327,Himmelhieb
move_name_328,Sandgrab
move_name_329,Eiseskälte
move_name_330,Lehmbrühe
move_name_331,Kugelsaat
move_name_332,Aero-Ass
move_name_333,Eisspeer
move_name_334,Eisenabwehr
move_name_335,Rückentzug
move_name_336,Jauler
move_name_337,Drachenklaue
move_name_338,Fauna-Statue
move_name_339,Protzer
move_name_340,Sprungfeder
move_name_341,Lehmschuss
move_name_342,Giftschweif
move_name_343,Bezirzer
move_name_344,Volttackle
move_name_345,Zauberblatt
move_name_346,Nassmacher
move_name_347,Gedankengut
move_name_348,Laubklinge
move_name_349,Drachentanz
move_name_350,Felswurf
move_name_351,Schockwelle
move_name_352,Aquawelle
move_name_353,Kismetwunsch
move_name_354,Psyschub
move_name_355,Ruheort
move_name_356,Erdanziehung
move_name_357,Wunderauge
move_name_358,Weckruf
move_name_359,Hammerarm
move_name_360,Gyroball
move_name_361,Heilopfer
move_name_362,Lake
move_name_363,Beerenkräfte
move_name_364,Offenlegung
move_name_365,Pflücker
move_name_366,Rückenwind
move_name_367,Akupressur
move_name_368,Metallstoß
move_name_369,Kehrtwende
move_name_370,Nahkampf
move_name_371,Gegenstoß
move_name_372,Gewissheit
move_name_373,Itemsperre
move_name_374,Schleuder
move_name_375,Psybann
move_name_376,Trumpfkarte
move_name_377,Heilblockade
move_name_378,Auswringen
move_name_379,Krafttrick
move_name_384,Krafttausch
move_name_385,Schutztausch
move_name_386,Strafattacke
move_name_387,Zuflucht
move_name_388,Sorgensamen
move_name_389,Tiefschlag
move_name_390,Giftspitzen
move_name_391,Statustausch
move_name_392,Wasserring
move_name_393,Magnetflug
move_name_394,Flammenblitz
move_name_395,Kraftwelle
move_name_396,Aurasphäre
move_name_397,Steinpolitur
move_name_398,Gifthieb
move_name_399,Finsteraura
move_name_400,Nachthieb
move_name_401,Nassschweif
move_name_402,Samenbomben
move_name_403,Luftschnitt
move_name_404,Kreuzschere
move_name_405,Käfergebrumm
move_name_406,Drachenpuls
move_name_407,Drachenstoß
move_name_408,Juwelenkraft
move_name_409,Ableithieb
move_name_410,Vakuumwelle
move_name_411,Fokusstoß
move_name_412,Energieball
move_name_413,Sturzflug
move_name_414,Erdkräfte
move_name_415,Wechseldich
move_name_416,Gigastoß
move_name_417,Ränkeschmied
move_name_418,Patronenhieb
move_name_419,Lawine
move_name_420,Eissplitter
move_name_421,Dunkelklaue
move_name_422,Donnerzahn
move_name_423,Eiszahn
move_name_424,Feuerzahn
move_name_425,Schattenstoß
move_name_426,Schlammbombe
move_name_427,Psychoklinge
move_name_428,Zen-Kopfstoß
move_name_429,Spiegelsalve
move_name_430,Lichtkanone
move_name_431,Kraxler
move_name_432,Auflockern
move_name_433,Bizarroraum
move_name_434,Draco Meteor
move_name_435,Ladungsstoß
move_name_436,Flammensturm
move_name_437,Blättersturm
move_name_438,Blattgeißel
move_name_439,Felswerfer
move_name_440,Giftstreich
move_name_441,Mülltreffer
move_name_442,Eisenschädel
move_name_443,Magnetbombe
move_name_444,Steinkante
move_name_445,Liebreiz
move_name_446,Tarnsteine
move_name_447,Strauchler
move_name_448,Geschwätz
move_name_449,Urteilskraft
move_name_450,Käferbiss
move_name_451,Ladestrahl
move_name_452,Holzhammer
move_name_453,Wasserdüse
move_name_454,Schlagbefehl
move_name_455,Blockbefehl
move_name_456,Heilbefehl
move_name_457,Kopfstoß
move_name_458,Doppelschlag
move_name_459,Zeitenlärm
move_name_460,Raumschlag
move_name_462,Quetschgriff
move_name_463,Lavasturm
move_name_464,Schlummerort
move_name_465,Schocksamen
move_name_466,Unheilböen
move_name_467,Schemenkraft
move_name_468,Klauenwetzer
move_name_473,Psychoschock
move_name_474,Giftschock
move_name_475,Autotomie
move_name_479,Katapult
move_name_480,Bergsturm
move_name_481,Funkenflug
move_name_482,Schlammwoge
move_name_483,Falterreigen
move_name_484,Rammboss
move_name_485,Synchrolärm
move_name_486,Elektroball
move_name_488,Nitroladung
move_name_489,Einrollen
move_name_490,Fußtritt
move_name_491,Säurespeier
move_name_492,Schmarotzer
move_name_493,Wankelstrahl
move_name_494,Zwango
move_name_496,Kanon
move_name_497,Widerhall
move_name_498,Zermürben
move_name_499,Klärsmog
move_name_500,Kraftvorrat
move_name_503,Siedewasser
move_name_504,Hausbruch
move_name_505,Heilwoge
move_name_506,Bürde
move_name_508,Gangwechsel
move_name_509,Überkopfwurf
move_name_510,Einäschern
move_name_512,Akrobatik
move_name_513,Typenspiegel
move_name_515,Wagemut
move_name_516,Offerte
move_name_517,Inferno
move_name_518,Wassersäulen
move_name_519,Feuersäulen
move_name_520,Pflanzsäulen
move_name_521,Voltwechsel
move_name_522,Käfertrutz
move_name_523,Dampfwalze
move_name_524,Eisesodem
move_name_525,Drachenrute
move_name_526,Kraftschub
move_name_527,Elektronetz
move_name_528,Stromstoß
move_name_529,Schlagbohrer
move_name_530,Doppelhieb
move_name_531,Herzstempel
move_name_532,Holzgeweih
move_name_533,Sanctoklinge
move_name_534,Kalkklinge
move_name_535,Brandstempel
move_name_536,Grasmixer
move_name_537,Quetschwalze
move_name_538,Watteschild
move_name_539,Nachtflut
move_name_540,Psychostoß
move_name_541,Kehrschelle
move_name_542,Orkan
move_name_543,Steinschädel
move_name_544,Klikkdiskus
move_name_545,Flammenball
move_name_546,Techblaster
move_name_548,Mystoschwert
move_name_549,Eiszeit
move_name_550,Blitzschlag
move_name_551,Blauflammen
move_name_552,Feuerreigen
move_name_553,Frostvolt
move_name_554,Frosthauch
move_name_555,Standpauke
move_name_556,Eiszapfhagel
move_name_557,V-Generator
move_name_558,Kreuzflamme
move_name_559,Kreuzdonner
move_name_560,Flying Press
move_name_564,Klebenetz
move_name_565,Stachelfinale
move_name_566,Phantomkraft
move_name_568,Kampfgebrüll
move_name_570,Parabolladung
move_name_572,Blütenwirbel
move_name_573,Gefriertrockner
move_name_574,Säuselstimme
move_name_575,Abgangstirade
move_name_577,Diebeskuss
move_name_580,Grasfeld
move_name_581,Nebelfeld
move_name_583,Knuddler
move_name_584,Feenbrise
move_name_585,Mondgewalt
move_name_586,Überschallknall
move_name_588,Königsschild
move_name_589,Kameradschaft
move_name_590,Vertrauenssache
move_name_591,Diamantsturm
move_name_592,Dampfschwall
move_name_593,Dimensionsloch
move_name_594,Wasser-Shuriken
move_name_595,Magieflamme
move_name_598,Mystowellen
move_name_599,Giftfalle
move_name_601,Geokontrolle
move_name_604,Elektrofeld
move_name_605,Zauberschein
move_name_606,Ehrentag
move_name_608,Kulleraugen
move_name_609,Wangenrubbler
move_name_610,Zurückhaltung
move_name_611,Plage
move_name_612,Steigerungshieb
move_name_613,Unheilsschwingen
move_name_614,Tausend Pfeile
move_name_615,Tausend Wellen
move_name_616,Bodengewalt
move_name_617,Lux Calamitatis
move_name_618,Ursprungswoge
move_name_619,Abgrundsklinge
move_name_620,Zenitstürmer
move_name_621,Dimensionswahn
move_name_659,Sandsammler
move_name_660,Überrumpler
move_name_662,Schattenfessel
move_name_663,Dark Lariat
move_name_664,Schaumserenade
move_name_665,Eishammer
move_name_667,Pferdestärke
move_name_668,Kraftabsorber
move_name_669,Solarklinge
move_name_670,Blattwerk
move_name_672,Giftfaden
move_name_674,Hilfsmechanik
move_name_676,Pollenknödel
move_name_677,Ankerschuss
move_name_678,Psychofeld
move_name_679,Anfallen
move_name_680,Feuerpeitsche
move_name_681,Überheblichkeit
move_name_682,Ausbrennen
move_name_684,Schmalhorn
move_name_686,Wecktanz
move_name_688,Tropenkick
move_name_691,Schuppenrasseln
move_name_692,Drachenhammer
move_name_693,Wirbler
move_name_705,Kanonenbouquet
move_name_706,Psychobeißer
move_name_707,Fruststampfer
move_name_708,Schattenknochen
move_name_709,Turbofelsen
move_name_710,Aquadurchstoß
move_name_711,Prisma-Laser
move_name_715,Tränendrüse
move_name_716,Elektropikser
move_name_717,Naturzorn
move_name_749,Teerschuss
move_name_790,Wunderdampf
move_name_796,Stahlstrahl
move_name_828,Barrierenstoß
move_name_887,Hyperbohrer
move_name_888,Doppelstrahl
move_name_889,Zornesfaust
-----
Follower Interactions:
[Generic]
FollowerInteraction_HeldItem_Question,It looks like your Pokémon~holds on to something.*Do you want to~take it?
FollowerInteraction_HeldItem_Answer_Yes,Your Pokémon handed over~the <item>!
FollowerInteraction_HeldItem_Answer_No,Your Pokémon kept~the item happily.

FollowerInteraction_StatusEffect_Poison,<name> is shivering~with the effects of being~poisoned.
FollowerInteraction_StatusEffect_Burn,<name>'s burn~looks painful!
FollowerInteraction_StatusEffect_Freeze1,<name> seems very cold!
FollowerInteraction_StatusEffect_Freeze2,.....Your Pokémon seems~a little cold.
FollowerInteraction_StatusEffect_Paralyzed,<name> is trying~very hard to keep~up with you...
FollowerInteraction_StatusEffect_Sleep1,<name> seems~a little tired.
FollowerInteraction_StatusEffect_Sleep2,<name> is somehow~fighting off sleep...
FollowerInteraction_StatusEffect_Sleep3,<name> yawned~very loudly!
FollowerInteraction_StatusEffect_Other,<name> is trying~very hard to keep~up with you...

FollowerInteraction_LowHP1,<name> is going~to fall down!
FollowerInteraction_LowHP2,<name> seems to~be about to fall over!

FollowerInteraction_Hate1,<name> is doing~it's best to keep up~with you.
FollowerInteraction_Hate2,<name> is somehow~forcing itself to keep going.
FollowerInteraction_Hate3,<name> is staring~patiantly at nothing at all.
FollowerInteraction_Hate4,<name> is staring~intently into the distance.
FollowerInteraction_Hate5,<name> is dizzy...
FollowerInteraction_Hate6,<name> is stepping~on your feet!
FollowerInteraction_Hate7,<name> seems~unhappy somehow...
FollowerInteraction_Hate8,<name> is making~an unhappy face.
FollowerInteraction_Hate9,<name> seems~uneasy and is poking~<Player.Name>.
FollowerInteraction_Hate10,<name> is making~a face like its angry!
FollowerInteraction_Hate11,<name> seems to be~angry for some reason.
FollowerInteraction_Hate12,Your Pokémon turned to face~the other way, showing a~defiant expression.
FollowerInteraction_Hate13,<name> is looking~down steadily...
FollowerInteraction_Hate14,Your Pokémon is staring~intently at nothing...
FollowerInteraction_Hate15,Your Pokémon turned to~face the other way,~showing a defiant expression.
FollowerInteraction_Hate16,<name> seems~a bit nervous...
FollowerInteraction_Hate17,Your Pokémon stumbled~and nearly fell!
FollowerInteraction_Hate18,<name> is having~a hard time keeping up.

FollowerInteraction_Neutral1,<name> is happy~but shy.
FollowerInteraction_Neutral2,<name> puts in~extra effort.
FollowerInteraction_Neutral3,<name> is smelling~the scents of the~surrounding air.
FollowerInteraction_Neutral4,Your Pokémon has caught~the scent of smoke.
FollowerInteraction_Neutral5,<name> greeted everyone!
FollowerInteraction_Neutral6,<name> is wandering~around and listening~to the different sounds.
FollowerInteraction_Neutral7,<name> looks very~interested!
FollowerInteraction_Neutral8,<name> is steadily~poking at the ground.
FollowerInteraction_Neutral9,Your Pokémon is looking~around restlessly.
FollowerInteraction_Neutral10,<name> seems dazzled~after seeing the sky.
FollowerInteraction_Neutral11,<name> is gazing~around restlessly!
FollowerInteraction_Neutral12,<name> let out~a battle cry!
FollowerInteraction_Neutral13,<name> is vigorously~breathing fire!
FollowerInteraction_Neutral14,<name> is on~the lookout!
FollowerInteraction_Neutral15,<name> roared!
FollowerInteraction_Neutral16,<name> let out a roar!
FollowerInteraction_Neutral17,<name> is surveying~the area...
FollowerInteraction_Neutral18,<name> is sniffing~at the floor.
FollowerInteraction_Neutral19,<name> is peering~down.
FollowerInteraction_Neutral20,<name> seems~to be wandering around.
FollowerInteraction_Neutral21,<name> is looking~around absentmindedly.
FollowerInteraction_Neutral22,<name> is relaxing~comfortably.
FollowerInteraction_Neutral23,<name> is sniffing~at the floor.
FollowerInteraction_Neutral24,<name> seems to~relax as it hears the~sound of rustling leaves...
FollowerInteraction_Neutral25,<name> seems to~be listening to the~sound of rustling leaves...
FollowerInteraction_Neutral26,Your Pokémon is playing around~and splashing in the water!
FollowerInteraction_Neutral27,<name> is looking~up at the sky.
FollowerInteraction_Neutral28,Your Pokémon is happily~gazing at the beautiful,~starry sky!
FollowerInteraction_Neutral29,<name> seems to be~enjoying this a little bit!
FollowerInteraction_Neutral30,<name> is looking~up at the ceiling.
FollowerInteraction_Neutral31,Your Pokémon is staring~spellbound at the night sky!
FollowerInteraction_Neutral32,<name> is in~danger of falling over!
FollowerInteraction_Neutral33,<name> doesn't~seem to be used to its~own name yet.
FollowerInteraction_Neutral34,<name> slipped~on the floor and seems~likely to fall!
FollowerInteraction_Neutral35,<name> feels something~and is howling!
FollowerInteraction_Neutral36,<name> seems~refreshed!
FollowerInteraction_Neutral37,<name> feels~refreshed.
FollowerInteraction_Neutral38,<name> seems to~have found something!
FollowerInteraction_Neutral39,<name> suddenly~turned around and~started barking!
FollowerInteraction_Neutral40,<name> suddenly~turned around!
FollowerInteraction_Neutral41,<name> looked up~at the sky and shouted loudly!
FollowerInteraction_Neutral42,Your Pokémon was surprised~that you suddenly spoke to it!
FollowerInteraction_Neutral43,<name> almost forgot~it was holding~that " & p.Item.OneLineName() & "!
FollowerInteraction_Neutral44,Oh!~It's slipping and came~over here for support.
FollowerInteraction_Neutral45,Your Pokémon almost slipped~and fell over!
FollowerInteraction_Neutral46,<name> sensed something~strange and was surprised!
FollowerInteraction_Neutral47,Your Pokémon is looking~around restlessly for~something.
